Temperatura,Personas,Electrodomesticos,Consumo_kWh
19.293281132336386,5.0,18.0,61.887501803319154
21.868650878517936,1.0,20.0,55.3645680254635
21.388389342817522,2.0,16.0,49.661608210133544
28.269893640528608,1.0,19.0,61.05999257287199
16.65870800447811,2.0,17.0,46.96997689379058
17.007872194554608,4.0,11.0,43.44512473861057
13.629166658022035,3.0,14.0,43.21339157080082
15.56379805951161,1.0,15.0,42.602520079553614
,2.0,17.0,61.42676905579061
20.552747585873487,3.0,16.0,55.062863898215966
25.265939413657414,3.0,16.0,62.6637086719324
14.865117290399908,4.0,9.0,42.40913427996716
15.212960061837531,4.0,19.0,60.27552805689491
27.381522376567133,1.0,6.0,32.65687790450287
25.322863322315463,,8.0,51.169579039182686
17.51774666424351,2.0,13.0,43.655671307118254
19.417445156092082,4.0,7.0,41.28132440788601
,2.0,,52.473470109747716
24.631038343326914,4.0,13.0,51.799416534294664
17.79707622764782,5.0,5.0,35.92339869962353
13.002443412670452,1.0,16.0,45.64160263604315
19.418190958317876,2.0,18.0,46.06306157614395
21.61023432452372,3.0,7.0,37.362162537098406
21.559613933795326,3.0,9.0,46.508865904501775
27.782125215096066,,10.0,46.46239356648709
,,16.0,60.76853514307471
20.96611136339382,5.0,15.0,
24.72192354118689,4.0,7.0,
19.269774641324233,5.0,8.0,40.89144273527031
18.72764359527551,3.0,7.0,32.90417153498846
16.277445000402338,3.0,7.0,37.20359318128729
32.92653754087735,2.0,17.0,59.63173029664851
27.535243595086666,5.0,11.0,59.76080276404819
36.78851065248013,3.0,8.0,58.66458360979012
22.307539180630574,5.0,,68.92581734155891
23.145759872006835,3.0,8.0,44.61502954483462
14.584731556539557,5.0,7.0,39.90439369507872
12.933794208885034,1.0,7.0,27.22043745314763
23.243055383259723,1.0,8.0,38.41682178550963
22.5991630825647,5.0,16.0,64.43420166881778
,4.0,6.0,35.145428411201436
23.42064451603149,1.0,16.0,49.05615583210559
26.507530494380433,2.0,12.0,54.375245915303495
20.360440031576523,2.0,7.0,42.21479250420236
18.14885349071958,5.0,16.0,54.83069361111841
15.963907555329586,3.0,5.0,33.03424079255305
26.007000293124975,1.0,14.0,51.13180863254308
,3.0,13.0,48.1602742149258
,4.0,8.0,39.57994185352966
26.795053337903365,1.0,6.0,33.683947986408846
22.706166469546698,3.0,17.0,52.854617021762785
20.140625961829688,4.0,14.0,48.996259911294416
25.379103152132195,1.0,17.0,52.03562463874145
18.784464848460026,2.0,5.0,30.206375345614386
26.84685668180088,5.0,16.0,66.41151563480408
24.726001466640703,2.0,11.0,45.95060802379735
26.84352431162447,1.0,5.0,30.1972301079388
26.736512832028332,4.0,16.0,67.9660096428325
25.655809592678825,1.0,10.0,42.81476561002521
13.215884556494347,,17.0,55.3221565823556
17.716454579835307,5.0,20.0,64.71217116058969
19.65526521407765,4.0,9.0,45.40062839077825
19.724711351815177,4.0,19.0,64.84850814442804
29.460371454401976,4.0,15.0,64.82519338773302
18.49614264631812,5.0,6.0,43.12762148510935
27.860146562165983,,14.0,62.82584340754931
28.62403763346887,1.0,17.0,54.71873727778496
,3.0,5.0,32.575623417240735
16.79284319387153,4.0,,48.50499081905634
19.62373894623351,1.0,8.0,36.004796360990795
23.147216482405273,2.0,14.0,56.829831769684844
21.3444422350632,2.0,5.0,32.207629928752255
22.581775871212976,3.0,19.0,55.49813894984252
20.934034075200593,4.0,19.0,62.911144239934025
19.669513211661457,5.0,13.0,51.58417703921276
24.50386385922468,1.0,17.0,51.28518137996386
24.253600164096817,,7.0,46.92761807288106
27.818103680170644,,20.0,58.92747396075821
22.385417719346265,2.0,8.0,42.69379892634137
30.10536780250552,2.0,5.0,46.37973383563588
19.723219343830273,5.0,6.0,41.52791941999733
23.984618003112818,1.0,20.0,57.54751687358099
22.269755290644397,1.0,16.0,
27.846565630620866,3.0,5.0,43.65009110198532
20.82029623450378,5.0,18.0,
18.875834840977735,3.0,13.0,45.61009991517439
18.07317100084343,4.0,15.0,51.36262285873912
23.894212927070996,3.0,17.0,59.36655101443034
17.109467471747127,3.0,13.0,47.54361690185819
18.740530539569093,5.0,10.0,42.49764124026
20.845825631495146,3.0,20.0,66.3724361841905
26.285987767792882,4.0,12.0,59.58446143024776
25.475210034078938,1.0,7.0,38.71524712929059
24.043631749970665,,16.0,55.31726992156176
16.879115221541532,2.0,17.0,50.70855475599567
23.888233662781996,2.0,15.0,51.60584077687173
17.83095745905544,1.0,17.0,50.99767758550924
20.00149054677054,4.0,20.0,62.00454318155843
20.370138662174018,1.0,7.0,37.225181735449254
,1.0,19.0,56.35346222725888
27.932491595711177,4.0,8.0,
20.6334974800792,2.0,9.0,38.218732157037415
22.715779690496824,2.0,7.0,36.73169662711909
,2.0,17.0,50.244721813931314
27.333332761278633,,20.0,69.18087476745674
16.864560178796552,3.0,5.0,30.501687412857123
17.5491794511503,,20.0,55.13078765831103
20.099147852762098,4.0,16.0,56.79378020580958
15.053286688831225,4.0,8.0,34.858945494509726
29.973631189303006,5.0,9.0,
19.917062256072125,5.0,5.0,40.02075720285633
20.038812420419266,5.0,18.0,63.193683753530905
25.63518714357721,2.0,8.0,41.750835972238995
26.511882199019688,,12.0,
26.775774436311362,5.0,11.0,56.78159900368242
18.832472155055548,4.0,12.0,48.69768851837204
25.27660808982792,2.0,,45.04158954081126
17.758632933356424,,12.0,37.227368117504476
14.982303764807579,1.0,7.0,22.097772753146657
23.227217950772534,5.0,17.0,66.58550752957919
,4.0,11.0,56.97002170665591
17.606991957230527,5.0,13.0,53.12686032478348
,5.0,15.0,60.198697374199945
18.649211115569653,3.0,15.0,53.12141211875431
21.254032648471178,3.0,11.0,45.06095881401318
26.94987815591816,4.0,6.0,49.93746326192238
19.21432823179354,1.0,16.0,51.08751187725073
19.63480690159474,2.0,18.0,
27.609914316764467,5.0,18.0,71.41495224330363
20.40284809865691,3.0,16.0,53.85897904563175
23.143628613468533,5.0,14.0,56.354761273692574
28.403414150786265,2.0,17.0,61.405511969674734
,5.0,12.0,56.8918403148179
21.45312928258909,5.0,19.0,68.64155669030681
14.581003615323734,4.0,11.0,46.36996458701804
24.350535845209468,,5.0,
24.554201253101628,1.0,12.0,41.28685472695409
17.162096244216016,3.0,5.0,28.896110415308577
16.99511490314267,3.0,12.0,49.871682865314355
19.970788449754846,,,51.3914363136305
13.846929394827892,1.0,12.0,37.91671332833868
,5.0,,65.47182526460898
20.923608081734894,2.0,8.0,40.10483453293851
29.50202365256903,,8.0,53.66943418938905
23.825634385888126,1.0,6.0,36.34216690930019
28.24719065145242,,11.0,47.319406188650376
21.164290278073246,2.0,16.0,51.941765338085695
21.531872427563655,5.0,19.0,65.73058411492646
,4.0,7.0,40.293966875017375
26.731663490507653,5.0,11.0,
18.480675023910198,1.0,18.0,44.19050702863037
19.653656110431477,2.0,18.0,52.929757895678186
25.839119917156054,4.0,9.0,50.517897512756065
22.051049433839392,2.0,7.0,34.816651253472884
18.75747763990314,5.0,9.0,
19.107676936200814,2.0,18.0,51.57750226162769
14.714301453265609,2.0,14.0,43.3335472241162
24.43686443347476,1.0,8.0,38.79767147107389
17.396198331184667,5.0,12.0,51.12286926132741
16.990128560951078,5.0,10.0,47.92842296441806
23.37499573265095,1.0,15.0,49.03384187209839
17.991712209044277,3.0,8.0,38.88209859275938
18.807273290465137,2.0,16.0,50.302670962996324
12.077657627900292,1.0,9.0,25.23352289620192
24.75259744287258,2.0,19.0,68.5376773926236
25.01543553836663,1.0,12.0,44.08373028608135
16.75288276446916,1.0,12.0,38.69652488974688
24.83772889514166,1.0,18.0,58.15553956588527
15.313614710879396,3.0,,34.74571628739652
26.243101876826625,1.0,15.0,51.20968923622692
20.289144476850456,2.0,12.0,39.77300328207525
24.612099853853145,1.0,13.0,44.833081293331105
21.25066911372701,3.0,17.0,52.36270445824185
21.91467134602729,,5.0,42.45318299954391
17.36153826956498,4.0,15.0,51.33750012681112
27.613144723525558,4.0,7.0,43.05636159920547
15.936658045049107,5.0,8.0,43.17111139852548
16.86142682479964,3.0,7.0,34.848828436574834
20.218873535019,1.0,11.0,40.98052609041355
23.149346255357806,,13.0,45.97564238490133
7.52826765639621,2.0,,23.63798635816279
22.469333626397656,3.0,8.0,37.65876634510568
28.828617351186722,1.0,19.0,184.15217172364007
21.71850716426761,4.0,7.0,42.26624164833341
18.152926529890575,4.0,17.0,56.754965691465564
28.258764410272263,5.0,8.0,52.12645220537225
16.00096802270486,1.0,16.0,42.41898987789543
20.620636892563255,3.0,19.0,60.323180941134595
23.584815875217974,,19.0,64.24723025650863
21.034645086927874,3.0,18.0,62.035422462504435
21.477817602626594,4.0,18.0,57.81159300180332
16.83667485374923,3.0,8.0,42.89311269056098
15.716424884624153,5.0,18.0,64.13767199484082
18.295323460381617,2.0,14.0,47.44577704122549
23.95350454396969,1.0,10.0,46.64555623411172
19.58269735885461,2.0,7.0,33.599167276581525
20.114945363365074,1.0,15.0,42.04158176447669
15.285242503383957,4.0,14.0,46.74265410166361
30.800794256675815,3.0,7.0,45.00770121953416
19.071745484881763,3.0,11.0,42.980547206690375
17.368530209107732,5.0,19.0,62.697850532640096
31.275871398826318,5.0,19.0,75.88221743322963
23.486095146050904,3.0,19.0,61.64566482591961
18.48602047728494,5.0,9.0,51.379214680098585
24.63504909360779,2.0,7.0,44.0532639699535
14.774631232467902,2.0,19.0,52.76157458601013
14.809229466157781,5.0,,40.15038545162297
15.460946800659652,2.0,9.0,31.250838635903794
20.297784815446374,1.0,19.0,51.34216049494995
23.315019413105663,4.0,9.0,52.2432911135516
32.12521780038419,5.0,17.0,74.54287092907391
28.28000949592589,2.0,12.0,50.99063162588755
22.452334002531984,4.0,18.0,61.58687260517192
20.89089113335659,3.0,16.0,52.705734706850606
30.243400348327476,2.0,14.0,58.00398648217776
23.378091102754308,5.0,8.0,49.57885354016802
16.55747459966128,3.0,9.0,36.3451950681557
24.77993471952663,3.0,16.0,52.42328060017397
21.71242898674675,3.0,15.0,52.74252610797887
30.253704761335744,3.0,18.0,65.55263433353456
17.535795100093793,5.0,13.0,54.73621516575118
16.134043876488015,5.0,17.0,58.60136514595022
21.254138602050443,4.0,,58.63210987516744
35.198127732998216,1.0,15.0,54.247158587438676
,5.0,14.0,56.86905092853514
19.287339168039235,2.0,13.0,
,5.0,14.0,47.40104345571983
19.86960665464761,5.0,11.0,55.68035016567731
32.84166006673919,3.0,18.0,69.44472398006054
16.724621526704695,4.0,17.0,52.91630114428226
24.54295065684019,5.0,13.0,56.121503357207466
27.86620455719236,5.0,6.0,51.48324546181338
19.582959940432787,5.0,7.0,
25.614746014267052,3.0,17.0,56.6963810861266
23.4410761446297,3.0,5.0,42.90827703858126
29.248746327794407,2.0,19.0,58.53642062770213
19.281635141667458,3.0,17.0,53.798691158289905
22.095397668195734,,17.0,55.1841451093761
23.03136876186748,3.0,6.0,40.804616735388215
28.03600847739704,,11.0,
24.870051778983317,5.0,20.0,73.93358710498444
24.303594171023768,1.0,7.0,36.836830990083854
22.446998252639776,1.0,10.0,36.59031291755738
29.48829759203531,5.0,8.0,55.3645666591814
19.74570884034726,5.0,20.0,64.98708562056082
22.372980111986315,4.0,9.0,48.58230964477627
19.247240679513226,4.0,13.0,51.986053302610884
13.248247229837155,4.0,8.0,39.91256414087922
12.193120133039708,4.0,12.0,47.97662456845224
24.842790101769243,2.0,18.0,60.446796032920275
13.427676937949292,3.0,15.0,44.538099874538744
16.937709396547323,,6.0,35.870923532769716
19.892615297882546,3.0,7.0,37.65299645045115
15.669183100151539,4.0,6.0,37.77436234650273
18.37724074105796,5.0,10.0,47.79076374761613
22.298641086824595,2.0,8.0,35.56299380835329
11.36299024619397,1.0,6.0,23.478591927546262
16.695027569141338,5.0,8.0,44.891294192001865
17.200035596929972,2.0,13.0,43.206279511344796
28.37763557328108,3.0,10.0,47.22721267674832
23.441073089571024,2.0,12.0,46.59122282058044
27.849298769716036,1.0,9.0,42.95211372112344
21.240125467984733,1.0,18.0,52.96181241488135
,,18.0,61.93596676573931
23.62581489975169,4.0,9.0,48.575358243256275
27.003132682986518,3.0,8.0,46.77008585582752
25.367706083420615,2.0,17.0,60.405386862703274
29.125068003041868,5.0,15.0,63.63271420754701
27.86109458179847,4.0,5.0,45.26550097467015
29.774135450228982,4.0,18.0,71.92154747437463
21.930227565498786,5.0,14.0,52.86574968208362
19.559501043298642,2.0,9.0,29.56784115350068
17.569905931389858,4.0,10.0,44.65558506427642
,4.0,19.0,56.30056100806931
14.391076827677423,3.0,16.0,51.399486834045874
,5.0,17.0,
17.72992914591672,3.0,7.0,32.38580816612436
15.767219178633635,5.0,13.0,52.38388392718815
21.478351974537052,1.0,11.0,41.29164168847546
32.1275866686145,2.0,16.0,65.47032850917155
20.6054539091535,5.0,9.0,49.61546202538175
21.069224011873974,5.0,11.0,52.16944761789613
35.2684555326982,2.0,18.0,65.09922993617677
28.503840838672687,2.0,8.0,40.606398262759825
22.4088400945464,3.0,18.0,58.768615703978874
18.478427962040236,1.0,18.0,51.22982942197314
23.817250664427743,3.0,12.0,49.12671912637366
,3.0,16.0,50.52102235344868
25.90425982113817,3.0,9.0,45.40335901240515
30.202991046867844,,20.0,66.69207906456293
23.22666942776222,4.0,8.0,46.90939083221354
21.06709030679359,5.0,20.0,67.53493621091826
27.949659501836585,2.0,13.0,52.9122628274515
24.827637100470817,1.0,8.0,37.76205362493794
20.71874545686216,1.0,7.0,33.76821344646229
20.128265980180462,2.0,,46.282652990233004
29.557076981248144,3.0,10.0,47.66181320642313
22.449250087673732,4.0,8.0,50.583396507567365
20.841130328744963,4.0,8.0,42.92915728460868
16.757981001022664,4.0,14.0,52.61748977585209
26.80242648466698,1.0,10.0,42.908807440587424
18.936550297082754,5.0,14.0,51.50445930668957
25.21014795430976,3.0,15.0,
22.523586188604288,1.0,19.0,
21.545298093853642,3.0,6.0,44.6417477509225
28.70977120550288,2.0,5.0,42.62160435494255
20.480456759230343,1.0,9.0,38.08469759952022
35.11504273676526,2.0,7.0,47.68319985311642
19.268776511344445,1.0,14.0,45.18958991604308
18.88635054337273,3.0,6.0,38.65372705073964
30.654747287614097,,13.0,57.37138177821753
19.331796714323808,1.0,5.0,24.5489485586852
22.437183258287273,1.0,14.0,42.430105376302656
17.469243227208096,4.0,11.0,42.12578513626479
18.290787324423093,3.0,15.0,50.25875480035332
18.787544596908013,2.0,6.0,34.53375822260118
24.43727903145487,3.0,10.0,45.626650300342675
17.887290110292117,2.0,8.0,37.39649836921816
20.09288980075346,2.0,11.0,41.05605573541884
17.474334339966074,3.0,18.0,168.20703285751216
27.88010279768784,5.0,19.0,68.16303947595246
20.52347245357962,5.0,17.0,64.11937500930057
23.236656230970333,2.0,10.0,43.953606566882634
23.543673593128048,2.0,8.0,40.03207352081842
20.58592459976443,2.0,8.0,35.551795681858046
22.438699820807226,4.0,18.0,59.362273634679596
25.67575256783754,2.0,19.0,60.58764168401194
22.85645959282501,2.0,12.0,48.04271432942485
20.79992249066956,1.0,6.0,31.583119969429756
21.22659276232219,4.0,13.0,54.55312650707687
,1.0,16.0,39.850846964429124
28.575522542854316,4.0,10.0,54.935379891799286
20.797886352887677,4.0,,42.2636995289064
14.220755218973153,2.0,9.0,27.638805759851984
20.16308929530399,2.0,15.0,49.25564293027184
27.462770580962744,2.0,15.0,
12.282958900624115,3.0,6.0,29.72964277293065
14.235827786265952,5.0,18.0,64.28230932451241
18.548412800078978,5.0,17.0,64.33405078521056
20.413656547753693,4.0,9.0,40.878850474964935
22.433063820507826,1.0,7.0,31.862324492494366
30.28128887858923,2.0,9.0,46.544396674054
17.22579760277968,4.0,7.0,40.891359650782974
23.48855173634667,2.0,15.0,51.70424278737567
19.225792390266616,5.0,19.0,
16.74698233903119,,12.0,51.47373519072816
22.117181942988147,4.0,8.0,44.508484809322724
25.201925796057356,4.0,14.0,58.941546296645726
22.573312055342843,5.0,12.0,58.28275716828984
26.093392628610225,1.0,7.0,30.67627070436172
28.379640803795304,5.0,5.0,50.87270408293887
22.131988918501705,1.0,15.0,47.3968749843228
23.426611798283243,1.0,9.0,36.68694215565001
24.499981055606405,4.0,17.0,63.382914805941496
16.247987782237015,5.0,,63.20577679084547
10.555039480871569,1.0,20.0,46.249288133597105
18.98818671561704,4.0,13.0,47.45248705253044
18.87318183462934,1.0,13.0,39.486170474619946
22.463605939474505,1.0,17.0,49.309132573786826
24.38233615339437,4.0,,65.95635036144743
22.708128090885438,2.0,12.0,43.356542788632936
31.838093452766206,1.0,19.0,
19.462001311751557,1.0,18.0,46.86751053705679
24.067649689504933,4.0,19.0,69.30341040532451
,5.0,16.0,66.75803222914514
29.79353545052438,2.0,9.0,49.33757741595209
19.101038903407364,5.0,18.0,
35.96147585682007,1.0,9.0,50.59746977963639
21.15198691673834,1.0,15.0,47.023486196005415
20.42867666076362,5.0,12.0,52.197399832284304
14.326904865878909,,7.0,38.29228992722441
21.546151145162522,2.0,10.0,41.41716552165845
26.30490455661392,1.0,11.0,45.236538762732536
16.586531205549505,1.0,9.0,32.64011707309913
17.588669172973674,3.0,9.0,37.83670154848894
20.714537717698185,1.0,20.0,51.07837597569393
23.458839957847154,4.0,13.0,46.09607866665468
16.799360783754786,5.0,5.0,47.69151811224207
25.07725310930718,1.0,12.0,43.47812606013507
21.279199321138332,1.0,18.0,53.495593213187334
18.571482028818266,2.0,6.0,39.418943687447026
18.494895026192612,5.0,5.0,40.238759480664065
18.22078460415915,5.0,11.0,45.75161779175159
9.835050396890711,2.0,6.0,23.606927302020093
20.905201087842897,3.0,13.0,48.447392111537745
20.304480848753865,4.0,18.0,62.887939212576
20.901746448168467,3.0,18.0,60.120214051415424
,1.0,6.0,37.38101670762954
25.720599354720854,4.0,13.0,55.78524122693524
20.344286561434465,1.0,15.0,46.03313489438483
20.78406760049611,3.0,,48.0156076030718
16.6385449386852,1.0,14.0,36.105848534834735
22.35962656323014,2.0,10.0,38.153059560164614
22.773887581165514,2.0,13.0,47.11472958474004
18.348926149461466,5.0,,56.75915019440057
22.741041958410552,5.0,19.0,66.82947855115837
22.6528251791486,5.0,11.0,49.645925767670846
20.99728679927222,4.0,20.0,63.555896431627204
17.64735570136109,1.0,6.0,32.77671792663284
19.82933778186202,3.0,10.0,47.86648660355789
24.065650472896333,3.0,8.0,43.49230654941891
20.208069098462442,2.0,9.0,44.941675056714345
24.319307409509264,1.0,7.0,39.507771144707036
21.085740401139052,5.0,5.0,37.32658267027145
25.81795923300717,2.0,,47.19001228941277
9.557306817937363,3.0,12.0,35.57394973999374
32.222619014586,1.0,,40.2910627176808
22.2249029571495,5.0,5.0,43.33290975096011
8.335761985892335,1.0,17.0,45.41077135699199
12.861958513508505,1.0,10.0,31.78048118551654
22.8397218709156,4.0,18.0,62.9523815101769
26.384554382658028,2.0,14.0,
14.743829575212764,1.0,19.0,50.854319833664405
26.815100533905216,5.0,12.0,62.078790012873526
10.453614838428889,2.0,18.0,38.78819128091803
22.795134044930386,3.0,9.0,40.526691639516145
14.714686356972791,2.0,14.0,47.34228650158606
23.28471345231071,4.0,5.0,42.938261237684124
25.095963440237618,4.0,6.0,39.88404901708607
24.183340114015106,1.0,16.0,54.73582011205113
23.418960939366023,5.0,19.0,69.17970864165527
20.362698965223487,3.0,5.0,36.12387910314869
23.157204425603485,3.0,10.0,46.14667701995454
19.021479914825477,2.0,14.0,48.80616447733781
,1.0,5.0,29.85482366275926
21.778083134971034,4.0,,49.76199019585915
22.673422948293652,2.0,18.0,58.78280723957498
20.75732894347178,2.0,18.0,
27.5855343319139,1.0,7.0,41.51774421080935
16.048340118162603,3.0,18.0,54.828474694750184
13.002386975550522,2.0,,30.155852993633193
24.649491448430158,4.0,9.0,50.08109608994728
24.257799155142518,4.0,5.0,36.099452716302146
26.35337786289977,2.0,15.0,51.216860082333326
19.913551197599876,4.0,17.0,60.16877059003868
20.04681577161568,4.0,12.0,51.5449125574223
23.6692314343384,4.0,9.0,48.73919600529795
22.978364633975186,3.0,17.0,61.619435247056344
22.611970715185244,2.0,10.0,43.68002850426911
,2.0,8.0,37.29042667220879
26.343426262937683,2.0,14.0,53.37045170514364
15.280819533477892,4.0,18.0,
18.461655615217182,3.0,13.0,45.62562085012662
30.13571341177444,2.0,18.0,65.56899303991541
30.39363775653879,2.0,6.0,43.57190511494821
22.81554902340052,4.0,10.0,46.37242647512929
19.96729011431435,2.0,19.0,57.06488220658473
14.769646664553818,4.0,20.0,60.820262265603
17.312265361084634,3.0,14.0,49.895608686184275
14.810563580057911,4.0,14.0,40.48927750879484
21.866977300465823,5.0,10.0,52.284280303680504
26.026562850765554,5.0,20.0,70.96820815378993
24.517935656433497,1.0,9.0,42.83128012783764
21.148105028697668,4.0,19.0,62.55643572434181
12.163007512903308,1.0,7.0,26.261871146163248
22.155390159633317,2.0,12.0,43.75227872585339
24.895059259934122,2.0,7.0,38.56197483763907
17.069371229870125,3.0,17.0,52.99288464056759
19.5654019801596,1.0,8.0,34.17908402981865
18.73981292428085,1.0,10.0,35.831423024791164
21.705784966579024,3.0,18.0,58.65209951985014
16.608606344231582,1.0,14.0,44.5219700125637
16.16536431403989,2.0,18.0,49.99368899584683
14.204344456053215,3.0,12.0,46.09532592511809
24.428299583650112,4.0,13.0,55.5695059771022
14.676314998407996,2.0,14.0,41.36113658777827
21.2327739960756,4.0,6.0,37.01417002315937
24.548063225726022,5.0,13.0,59.30114876023349
,3.0,9.0,34.57506834238217
19.44603495681028,4.0,15.0,56.09491796655586
29.72819224505589,1.0,7.0,39.98245497962593
18.370210393014386,3.0,6.0,30.777252486065215
13.57127157752531,1.0,5.0,22.32638707683852
23.630740265998845,5.0,6.0,54.356833001127505
25.315032730647893,1.0,10.0,43.03086016478355
19.54994275404305,2.0,8.0,37.31975400147775
16.404009420275088,4.0,9.0,38.28920821722681
19.121297136813773,3.0,,44.845679706696096
29.496552434583986,5.0,16.0,68.53942375227085
23.13547324615343,4.0,20.0,64.37091955247928
24.3797575798157,4.0,11.0,48.040093845427336
32.864956155065535,4.0,18.0,58.82794675105036
24.762454033446325,1.0,5.0,32.873664789389764
16.789284567227305,2.0,7.0,36.49552442215101
27.88916945273168,,9.0,45.85262840852549
22.892022954216852,,7.0,40.255912585920626
,5.0,7.0,34.40973958406329
28.320042307590565,2.0,13.0,56.62524248356
20.119098820320822,2.0,11.0,43.39985863876489
13.280281373410748,1.0,5.0,23.806871008655335
26.857633570510096,1.0,10.0,47.23011412569171
22.519219966425847,4.0,16.0,61.8955543895899
25.2254980818206,4.0,7.0,47.48709514104637
21.721516470266256,3.0,5.0,34.50406413397221
27.456230697091502,2.0,17.0,61.110244352649424
12.134997755535283,1.0,19.0,46.19320851596689
18.178371465220362,4.0,8.0,43.75468894531034
24.114541126995313,4.0,13.0,155.82987979807385
24.204093211429345,5.0,11.0,55.24122780818041
23.574374779334722,3.0,18.0,55.30264661741704
,5.0,5.0,38.71901358427962
33.81898129923686,1.0,9.0,49.2828923079635
31.061828885378848,4.0,18.0,69.6925349219615
28.35276907988429,1.0,17.0,61.361334630752694
20.423941140071832,1.0,17.0,48.399949706917035
25.256289699645272,2.0,8.0,39.94912898046996
24.150422150415014,3.0,9.0,47.388318858167885
18.216569632160727,3.0,16.0,48.5299982709797
14.501475028392575,2.0,9.0,34.645459196738145
13.722553955041768,5.0,13.0,47.72978992759655
23.239686778905735,5.0,7.0,47.00618041210183
24.06623947897751,,9.0,48.62919681145874
18.586141058810387,2.0,8.0,35.8927517707829
14.282862700195423,5.0,15.0,50.30234335064384
18.2483127007702,3.0,17.0,48.89786890997982
16.16712019437373,1.0,9.0,34.07198735462149
28.48780006338449,5.0,7.0,49.350739863833056
25.266208642146932,1.0,10.0,39.37575707152932
24.94440618385704,2.0,8.0,40.7070227977008
20.43763679865726,5.0,5.0,
23.689414536722456,4.0,10.0,44.806752883849924
17.661078396538322,1.0,9.0,
20.25041790631335,2.0,8.0,32.620216299396525
28.62777894765182,5.0,12.0,58.83499990146106
22.59258613338506,2.0,18.0,57.068582054339544
25.68367958646256,5.0,15.0,65.4109282743788
21.25709537649387,3.0,16.0,55.03980447106006
20.858579193087312,4.0,15.0,56.857845521117746
24.579315972410814,4.0,14.0,57.490407330195076
19.845800800111718,2.0,9.0,39.311825659885926
25.4820293507071,3.0,14.0,54.49547187510932
18.782910574913025,5.0,16.0,66.92175374349603
22.239491075511594,4.0,13.0,53.16515212766758
23.44584533588067,4.0,,36.591546490501436
14.574422824639058,4.0,11.0,40.30515923316947
20.926638400005384,5.0,9.0,46.83525723433199
16.771624797200978,5.0,10.0,50.28096209724575
20.972633605724933,3.0,9.0,
27.22864940659487,,11.0,57.757083960342044
20.018581065171862,3.0,17.0,55.35737979570898
16.829819004418887,2.0,20.0,56.92948064035278
16.826502763448932,2.0,16.0,49.60604788855373
26.50377569084362,3.0,18.0,62.384955628846946
19.377780228530007,1.0,20.0,55.29262728606401
21.323998372494184,4.0,8.0,40.4109714683884
16.705566289511314,4.0,19.0,59.98716097075176
24.256193691892477,2.0,6.0,35.187995679085795
19.372149046408115,,19.0,62.00352679322907
26.335775465501193,5.0,7.0,51.276865262392164
25.282700258016447,1.0,18.0,59.867994711413616
22.830347248803395,3.0,17.0,57.74393761054522
32.81239251052698,2.0,16.0,62.36772729428105
22.69986317307113,4.0,11.0,48.4362976505801
21.748608720088328,2.0,19.0,60.017887779831376
22.933732375317035,5.0,15.0,60.20274441008369
21.353908040600544,4.0,12.0,51.97142010170083
21.23059153121286,2.0,18.0,55.782943409858206
23.246058649158577,3.0,16.0,59.103906824135905
15.289415254026887,2.0,14.0,45.8650168836805
15.649502937027522,3.0,9.0,38.01440207272013
21.264914959505486,1.0,9.0,39.0837092630838
16.155393323616416,4.0,7.0,40.84135121109428
27.561715327113586,1.0,8.0,41.706492016986
18.695107393169927,3.0,7.0,31.948804908436014
19.599396036378923,5.0,15.0,61.40056043769618
21.75378865226581,3.0,11.0,48.68410285370178
23.34268266042842,1.0,10.0,39.77060283943684
27.69190456092298,2.0,7.0,44.62514005154394
17.566537506873274,3.0,18.0,56.099214612300656
24.00472942080175,2.0,13.0,51.89045381652158
11.048248597064452,4.0,18.0,49.71548800737431
30.428111927131916,3.0,11.0,54.41084963537787
24.022317439742483,2.0,19.0,64.77051440033492
23.155694070768323,3.0,10.0,41.84544854883696
26.946996791471722,2.0,13.0,48.65014258907962
15.096631353871055,3.0,9.0,43.41828162656531
16.724462404336684,5.0,8.0,45.29399934531407
27.01306733178061,2.0,14.0,56.373226514448355
21.39233053258627,5.0,6.0,46.404570278225414
,2.0,20.0,63.113076249311696
17.666260958851215,5.0,15.0,58.30983854555622
25.25472834501773,3.0,17.0,60.8397983584207
,4.0,,52.95716496324619
24.03124211736556,3.0,12.0,
26.662778506369353,1.0,10.0,43.795559329462
19.25855848111882,5.0,10.0,41.30260791242082
21.552631412365923,2.0,11.0,43.03011731045786
15.89606323158448,2.0,18.0,51.372689136165405
5.522620201388467,3.0,10.0,31.333675768512038
29.130197546746793,3.0,18.0,65.3145959597091
18.05369079894881,5.0,13.0,54.02500133182514
13.840097720761435,3.0,12.0,39.43671602376768
25.349598246247606,4.0,18.0,66.160584992226
24.10894413388327,4.0,8.0,43.634501127413415
,1.0,16.0,
9.800160476667827,2.0,15.0,35.23279033010501
17.392753382758887,2.0,16.0,49.528208743684736
23.415355728553646,5.0,13.0,57.17300338543194
26.590854996800473,3.0,6.0,45.142102015935315
28.9897275335831,4.0,9.0,48.56575543136091
10.98818325551728,,18.0,46.48474843406182
24.368965731887737,5.0,15.0,65.47609262186913
18.249885692737816,1.0,14.0,44.00697133892825
21.05257471833953,5.0,14.0,58.479993581391156
21.03109894737896,2.0,13.0,43.7106238844966
24.758375903505176,5.0,18.0,65.51565934550617
29.831989372778384,4.0,7.0,51.30794897906683
